"libellé métier";"lien site onisep.fr";"nom publication";collection;année;gencod;GFE;"code ROME";"libellé ROME";"lien ROME";domaine/sous-domaine
"illustrateur / illustratrice";http://www.onisep.fr/http/redirection/metier/slug/MET.780;"Les métiers du design";Parcours;2019;9782273014595;"GFE U : communication, médias";B1101;"Création en arts plastiques";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=B1101;"arts, culture, artisanat/arts graphiques| arts, culture, artisanat/arts plastiques"
"infirmier / infirmière";http://www.onisep.fr/http/redirection/metier/slug/MET.38;"Les métiers des associations de l'aide et du soin à domicile";"Zoom sur les métiers";2017;9782273013628;"GFE R : santé, social, soins personnels";J1506;"Soins infirmiers généralistes";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=J1506;"santé - social - sport/paramédical"
"ingénieur / ingénieure brevets";http://www.onisep.fr/http/redirection/metier/slug/MET.95;;"pas de publication Onisep spécifique";;;"GFE J : transformation des matériaux, procédés (biologie, chimie, physique)";H1206;"Management et ingénierie études, recherche et développement industriel";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1206;"sciences/biologie| économie - droit - politique/droit privé"
"ingénieur / ingénieure chimiste en développement analytique";http://www.onisep.fr/http/redirection/metier/slug/MET.738;"Les métiers de l'énergie";Parcours;2022;9782273015998;"GFE J : transformation des matériaux, procédés (biologie, chimie, physique)";H2502;"Management et ingénierie de production";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H2502;sciences/chimie
"ingénieur / ingénieure d'application";http://www.onisep.fr/http/redirection/metier/slug/MET.208;"Les métiers du paramédical";Parcours;2017;9782273013314;"GFE R : santé, social, soins personnels";H1206;"Management et ingénierie études, recherche et développement industriel";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1206;"santé - social - sport/santé (généralités)"
"ingénieur / ingénieure de recherche (papiers-cartons)";http://www.onisep.fr/http/redirection/metier/slug/MET.638;"Les métiers des industries des papiers cartons";"Zoom sur les métiers";2019;9782273014830;"GFE J : transformation des matériaux, procédés (biologie, chimie, physique)";;;;"sciences/chimie| matières premières, fabrication, industries/papier carton"
"ingénieur / ingénieure du son";http://www.onisep.fr/http/redirection/metier/slug/MET.585;"Les études d'art";Dossiers;2020;9782273015332;"GFE U : communication, médias";L1508;"Prise de son et sonorisation";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=L1508;"arts, culture, artisanat/arts du spectacle| information-communication, audiovisuel/audiovisuel"
"ingénieur / ingénieure en aéronautique";http://www.onisep.fr/http/redirection/metier/slug/MET.760;"Les métiers de l'industrie aéronautique et spatiale";Parcours;2017;9782273013284;"GFE F : mécanique";I1102;"Management et ingénierie de maintenance industrielle";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=I1102;"mécanique/aéronautique| mécanique/mécanique (généralités)"
"ingénieur / ingénieure en caractérisation des matériaux";http://www.onisep.fr/http/redirection/metier/slug/MET.721;;"pas de publication Onisep spécifique";;;"GFE J : transformation des matériaux, procédés (biologie, chimie, physique)";H1206;"Management et ingénierie études, recherche et développement industriel";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1206;"matières premières, fabrication, industries/matériaux"
"ingénieur / ingénieure en électronique numérique";http://www.onisep.fr/http/redirection/metier/slug/MET.243;"Les métiers de l'électronique et de la robotique";Parcours;2022;9782273015974;"GFE H : électricité, énergie, électronique";H1206;"Management et ingénierie études, recherche et développement industriel";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1206;"informatique, internet/développement - programmation -  logiciel| électricité - électronique - robotique/électronique| informatique, internet/informatique (généralités)| électricité - électronique - robotique/télécommunications"
"ingénieur / ingénieure en génie climatique";http://www.onisep.fr/http/redirection/metier/slug/MET.61;"Les métiers de l'environnement et du développement durable";Parcours;2020;9782273015042;"GFE H : électricité, énergie, électronique";F1106;"Ingénierie et études du BTP";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=F1106;"environnement - énergies - propreté/énergies| construction - architecture - travaux publics/équipement technique"
"ingénieur / ingénieure en génie climatique";http://www.onisep.fr/http/redirection/metier/slug/MET.61;"Les métiers de l'énergie";Parcours;2022;9782273015998;"GFE H : électricité, énergie, électronique";F1106;"Ingénierie et études du BTP";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=F1106;"environnement - énergies - propreté/énergies| construction - architecture - travaux publics/équipement technique"
"ingénieur / ingénieure en mécanique";http://www.onisep.fr/http/redirection/metier/slug/MET.401;;"pas de publication Onisep spécifique";;;"GFE F : mécanique";H1206;"Management et ingénierie études, recherche et développement industriel";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1206;"mécanique/mécanique (généralités)"
"ingénieur / ingénieure environnement";http://www.onisep.fr/http/redirection/metier/slug/MET.433;"Les métiers de l'environnement et du développement durable";Parcours;2020;9782273015042;"GFE T : environnement, nettoyage, sécurité";;;;"environnement - énergies - propreté/déchets, pollutions et risques| environnement - énergies - propreté/environnement (généralités)| environnement - énergies - propreté/gestion de l'eau| armée, sécurité/sécurité prévention"
"ingénieur / ingénieure fluides, énergies, réseaux, environnement";http://www.onisep.fr/http/redirection/metier/slug/MET.725;"Les métiers de l'énergie";Parcours;2022;9782273015998;"GFE T : environnement, nettoyage, sécurité";;;;"environnement - énergies - propreté/énergies| environnement - énergies - propreté/environnement (généralités)| sciences/physique"
"ingénieur / ingénieure frigoriste";http://www.onisep.fr/http/redirection/metier/slug/MET.603;;"pas de publication Onisep spécifique";;;"GFE H : électricité, énergie, électronique";H1206;"Management et ingénierie études, recherche et développement industriel";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1206;"environnement - énergies - propreté/énergies"
"ingénieur / ingénieure logiciel";http://www.onisep.fr/http/redirection/metier/slug/MET.707;"Les métiers de l'informatique";Parcours;2017;9782273013291;"GFE P : Gestion et traitement de l'information (informatique, statistique, documentation)";M1805;"Études et développement informatique";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1805;"informatique, internet/développement - programmation -  logiciel"
"ingénieur / ingénieure logistique";http://www.onisep.fr/http/redirection/metier/slug/MET.733;"Les métiers du transport routier et de la logistique";"Zoom sur les métiers";2018;9782273013659;"GFE O : transport, logistique";N1301;"Conception et organisation de la chaîne logistique";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=N1301;"logistique - transport/logistique"
"ingénieur / ingénieure méthodes mécaniques";http://www.onisep.fr/http/redirection/metier/slug/MET.499;"Les métiers de l'automobile";Parcours;2020;9782273015172;"GFE F : mécanique";H1402;"Management et ingénierie méthodes et industrialisation";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1402;"matières premières, fabrication, industries/études et développement| mécanique/mécanique (généralités)| matières premières, fabrication, industries/méthodes industrialisation"
"ingénieur / ingénieure procédés en chimie";http://www.onisep.fr/http/redirection/metier/slug/MET.502;"Les métiers de l'industrie de la chimie";Zoom;2021;9782273015622;"GFE J : transformation des matériaux, procédés (biologie, chimie, physique)";H2502;"Management et ingénierie de production";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H2502;"sciences/chimie| matières premières, fabrication, industries/fabrication - productique| matières premières, fabrication, industries/matériaux| matières premières, fabrication, industries/méthodes industrialisation"
"ingénieur / ingénieure production en mécanique";http://www.onisep.fr/http/redirection/metier/slug/MET.242;"Les métiers de l'automobile";Parcours;2020;9782273015172;"GFE F : mécanique";H2502;"Management et ingénierie de production";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H2502;"matières premières, fabrication, industries/études et développement| mécanique/mécanique (généralités)| matières premières, fabrication, industries/méthodes industrialisation"
"ingénieur / ingénieure qualité moteur";http://www.onisep.fr/http/redirection/metier/slug/MET.492;"Les métiers de l'automobile";Parcours;2020;9782273015172;"GFE F : mécanique";H1502;"Management et ingénierie qualité industrielle";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1502;"mécanique/aéronautique| mécanique/automobile| mécanique/mécanique (généralités)"
"ingénieur / ingénieure recherche et développement (R&D) en agroéquipement";http://www.onisep.fr/http/redirection/metier/slug/MET.935;"Les métiers de la mécanique";Parcours;2014;9782273012027;"GFE F : mécanique";;;;"mécanique/machinisme agricole| mécanique/mécanique (généralités)"
"ingénieur / ingénieure support";http://www.onisep.fr/http/redirection/metier/slug/MET.727;"Les métiers de l'informatique";Parcours;2017;9782273013291;"GFE P : Gestion et traitement de l'information (informatique, statistique, documentation)";H1101;"Assistance et support technique client";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1101;"informatique, internet/informatique (généralités)| électricité - électronique - robotique/télécommunications"
"ingénieur / ingénieure télécoms et réseaux";http://www.onisep.fr/http/redirection/metier/slug/MET.887;"Les métiers du numérique";Parcours;2020;9782273015226;"GFE H : électricité, énergie, électronique";M1804;"Études et développement de réseaux de télécoms";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1804;"électricité - électronique - robotique/électronique| informatique, internet/systèmes et réseaux| électricité - électronique - robotique/télécommunications"
"ingénieur / ingénieure traitement de l'image";http://www.onisep.fr/http/redirection/metier/slug/MET.612;"Les métiers de l'informatique";Parcours;2017;9782273013291;"GFE H : électricité, énergie, électronique";;;;"électricité - électronique - robotique/électronique"
"ingénieur concepteur / ingénieure conceptrice en mécanique";http://www.onisep.fr/http/redirection/metier/slug/MET.949;;"pas de publication Onisep spécifique";;;"GFE F : mécanique";H2502;"Management et ingénierie de production";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H2502;"matières premières, fabrication, industries/études et développement| informatique, internet/informatique industrielle et technologique| mécanique/mécanique (généralités)"
"ingénieur électronicien / ingénieure électronicienne";http://www.onisep.fr/http/redirection/metier/slug/MET.863;"Les métiers de l'électronique et de la robotique";Parcours;2022;9782273015974;"GFE H : électricité, énergie, électronique";H1206;"Management et ingénierie études, recherche et développement industriel";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1206;"électricité - électronique - robotique/électronique"
"ingénieur forestier / ingénieure forestière";http://www.onisep.fr/http/redirection/metier/slug/MET.156;"Les métiers de la forêt et du bois";"Zoom sur les métiers";2017;9782273013635;"GFE A : agriculture";A1303;"Ingénierie en agriculture et environnement naturel";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=A1303;"agriculture, animaux/forêt"
"ingénieur papetier / ingénieure papetière";http://www.onisep.fr/http/redirection/metier/slug/MET.675;"Les métiers des industries des papiers cartons";"Zoom sur les métiers";2019;9782273014830;"GFE J : transformation des matériaux, procédés (biologie, chimie, physique)";H1206;"Management et ingénierie études, recherche et développement industriel";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1206;"sciences/chimie| matières premières, fabrication, industries/papier carton"
